transaction_id,organization_id,organization_name,user_id,date,amount,currency,vendor_id,vendor_name,category,payment_method,description,invoice_number,tax_amount,anomaly_flag,fraud_score,risk_score,risk_level,duplicate_flag,missing_invoice_flag,unusual_vendor_flag,weekend_or_odd_time_flag,vendor_risk_score,user_tenure_days,previous_txn_count,approval_status,source_file_id
64bfe187-960f-48b1-a41c-8e678d04ce84,c087c8e5-df32-48c7-a7b8-7242d24c5934,"Mcclain, Miller and Henderson",965259ec-28de-4aca-b269-bb586ba67547,2025-06-14 21:11:28,322.17,EUR,28bbc62a-7d88-406a-808a-3003a715d9e9,"Hayes, Wright and Brown",Software,Cash,Operative human-resource throughput,INV-707040,0.0,0,0.26,11.4,Low,0,0,0,1,0.04,1911,2,Approved,0a37a9d9-1691-4a44-8bb0-09900f825975
1d202b56-80bb-43e8-b03c-03bdeb05f5a0,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,e9df9862-c4a7-4f2c-92d4-6e7b55bb0d3e,2025-11-08 09:22:10,1030.41,EUR,45f68748-f483-4f27-8d21-c38cf60e5883,Horton-Cross,Consulting,Bank Transfer,Total 3rdgeneration task-force,INV-888387,0.0,0,0.12,5.8,Low,0,0,0,1,0.7,3579,1,Approved,b5b799f5-56d0-4738-8909-697c64604fef
f1e2e4cd-73e8-4039-94ec-9ea9f5427b11,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",47337566-0ac4-4c85-a364-999af01da84a,2025-11-05 03:10:40,656.66,USD,45b18474-5653-4578-91f2-420a8afc0371,Bush Inc,Consulting,Cash,Multi-tiered mission-critical ability,INV-398830,32.83,0,0.04,1.6,Low,0,0,0,0,0.03,2889,4,Approved,9ae42b76-5807-41ec-9cb7-ae198fe7f965
ac8f5a43-ccfe-43e6-8bb5-e9d805fbb3f7,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",8357402b-86ef-4717-b391-8ca851c076de,2025-08-10 03:59:04,2475.62,USD,c1764651-cad8-4886-afe3-b46f262a7f9e,"Estes, Baker and Rodriguez",Consulting,Credit Card,Innovative web-enabled info-mediaries,INV-377312,0.0,0,0.17,8.8,Low,0,0,1,1,0.99,1318,3,Approved,7adc76a5-06f6-4f3d-aac4-b63ba19aacec
a04d0b26-f08c-4934-b005-b105e6fb3ec5,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,4b521a95-db0d-4040-888e-9a6e3fe7f4ed,2026-02-21 00:03:59,729.22,EUR,9714240a-44a9-4caf-8b4c-90e61b5d5751,David PLC,Software,Cash,Operative national synergy,INV-363319,0.0,0,0.1,5.0,Low,0,0,0,1,0.08,443,4,Approved,d3a854a6-5534-4431-9dca-5c091e2bd0b2
76ac6b11-c025-4797-bb41-94f5658901e2,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",6234ff4b-5086-47b3-b3f6-e04c1e03d539,2026-01-05 20:38:26,440.41,USD,644970b7-cb8a-441c-8bbc-45e7b968024c,"Flowers, Martin and Kelly",Office Supplies,Bank Transfer,Quality-focused real-time definition,INV-548462,0.0,0,0.19,7.6,Low,0,0,0,0,0.65,56,3,Approved,d2701f1b-cc4f-4d20-8f39-e5369c10dea8
e4b600e6-dec3-41a6-8c10-56bdd79db40a,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,ae4111a7-e4bf-4a14-bd68-48728acb8861,2025-10-02 03:59:00,7829.46,EUR,82ab447c-8cbb-45e9-8549-63f0b35f4488,"Miller, Lopez and Larson",Office Supplies,Bank Transfer,Face-to-face encompassing Internet solution,INV-141832,782.95,0,0.04,1.6,Low,0,0,0,0,0.29,1168,6,Approved,c8f2c425-c158-4a82-b1ab-893ecc119ccd
489223ac-0de8-4518-a347-0d0397bfaa31,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,ae4111a7-e4bf-4a14-bd68-48728acb8861,2025-10-01 03:51:59,1442.63,EUR,2412546d-97ad-4011-8e2a-445990485771,Phillips Inc,Travel,Credit Card,Assimilated human-resource Graphical User Interface,INV-938742,72.13,0,0.22,8.8,Low,0,0,0,0,0.05,1168,4,Approved,686e7fc2-8464-450e-9bfa-f017e094657e
1b6fb4db-2e53-450f-8f9d-8ca493ef5d62,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,2d5935e0-2a45-4096-aee9-e6293428f0f7,2025-12-11 07:42:32,1934.35,EUR,7bdc2721-3252-4696-ad0b-5d4289084444,Tucker-Lewis,Software,Cash,Synergistic impactful success,INV-333238,96.72,0,0.24,10.6,Low,0,0,1,0,0.86,1586,6,Approved,3541cd93-2526-4d36-b9d7-e2aec76e4509
d710ba3c-f4bf-47f5-a4a1-e48f3866b95c,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,e9df9862-c4a7-4f2c-92d4-6e7b55bb0d3e,2025-05-29 15:41:00,434.96,EUR,7bdc2721-3252-4696-ad0b-5d4289084444,Tucker-Lewis,Software,Cash,Persistent clear-thinking process improvement,INV-392683,43.5,0,0.06,3.4,Low,0,0,1,0,0.86,3579,5,Approved,9ea9b45e-28f6-4379-97cb-e607a8832b26
608c9846-4c6a-41f0-b915-05c767571317,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",6234ff4b-5086-47b3-b3f6-e04c1e03d539,2025-10-19 23:44:53,1049.03,USD,e305ca85-ace1-43e4-bd01-9d2ad9be2fa7,Wyatt Inc,Consulting,Bank Transfer,Assimilated hybrid parallelism,INV-863934,104.9,0,0.29,12.6,Low,0,0,0,1,0.2,56,4,Approved,05cec7d3-9e85-49d1-a364-07ef1fb77476
80520e2f-60ef-413f-a8de-f9dba234a862,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",22f30755-6106-4d14-910b-95362acc6986,2025-10-31 17:52:10,2020.14,USD,9d84ec38-0498-4a0c-b2bb-f58ca9c5abb7,"Henderson, Hill and Smith",Travel,Cash,Switchable 4thgeneration artificial intelligence,INV-854377,101.01,0,0.21,13.4,Low,1,0,0,0,0.36,1135,6,Approved,a6f015e3-e551-4f1c-8a45-94426663aecb
7f2b91da-3c55-484a-829b-ae2fe575511b,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",02b4f75e-6e3d-46d6-a049-72207d6f5b09,2025-12-01 04:12:57,571.92,USD,5b525305-a880-49c7-b476-e6a2e24a8f13,Obrien-Dixon,Software,Credit Card,Optimized client-driven Local Area Network,INV-410016,28.6,0,0.09,3.6,Low,0,0,0,0,0.64,3619,8,Approved,f30f77c0-7571-40ec-8c94-95a0e9237123
aeb31927-e929-43bb-8154-b768fe35705b,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",8357402b-86ef-4717-b391-8ca851c076de,2025-06-05 03:11:32,2632.52,USD,8ab531b1-3d90-4dab-8fe4-a89db4861ae8,Cortez LLC,Software,Credit Card,Business-focused empowering implementation,INV-736130,263.25,0,0.25,10.0,Low,0,0,0,0,0.84,1318,4,Approved,9ad27931-0b0b-43fc-9621-83218298ff56
0d2b3b51-c1a8-44f7-a780-ea51adcb6d77,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",dbc61a71-ec0c-48f5-b53b-e62ae5e8c082,2025-07-31 16:30:10,991.64,USD,450392b5-8ebf-4f5e-8ac7-4dd558e74ef4,Fletcher Inc,Office Supplies,Credit Card,Extended logistical Graphic Interface,INV-887625,49.58,0,0.09,3.6,Low,0,0,0,0,0.56,2970,7,Approved,217d654d-bdaf-4f40-bf47-f610e3e54c3b
069500f1-9a52-44fe-9969-bce4239dcbcd,c087c8e5-df32-48c7-a7b8-7242d24c5934,"Mcclain, Miller and Henderson",965259ec-28de-4aca-b269-bb586ba67547,2025-08-04 15:05:17,1350.6,EUR,3c2a32bd-515e-4d65-8ed4-04820c6b8f66,Mack-Peterson,Software,Paypal,Virtual homogeneous focus group,INV-760356,67.53,0,0.14,5.6,Low,0,0,0,0,0.42,1911,7,Approved,c782c611-1f99-4e4e-a13b-a4fca3aea596
88d8f508-0e2c-4739-bf6c-0c412c406bac,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",7ac06872-9bfb-4f93-ab25-3d00e82d2a37,2026-01-12 14:35:40,990.58,USD,0d233004-7814-4f4a-af3e-d6c677a572b8,"Walters, Baker and Freeman",Consulting,Paypal,Operative eco-centric artificial intelligence,INV-545798,49.53,0,0.0,0.0,Low,0,0,0,0,0.16,699,3,Approved,540f8836-8925-4f5c-9659-9de20b3f23e0
cd1f2ce1-c0cd-4bec-926e-6a793d96a2ad,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",47337566-0ac4-4c85-a364-999af01da84a,2025-09-25 04:55:56,11525.05,USD,45b18474-5653-4578-91f2-420a8afc0371,Bush Inc,Software,Paypal,Ameliorated value-added moratorium,INV-686075,1152.5,0,0.04,1.6,Low,0,0,0,0,0.03,2889,8,Pending,dfac895b-f011-4f8f-887a-df8c77d995f3
2b87aea4-8262-4d1a-8e30-d8ef98bc3946,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",dbc61a71-ec0c-48f5-b53b-e62ae5e8c082,2025-04-15 18:49:40,1783.8,USD,450392b5-8ebf-4f5e-8ac7-4dd558e74ef4,Fletcher Inc,Equipment,Paypal,Monitored directional projection,INV-903013,356.76,0,0.14,5.6,Low,0,0,0,0,0.56,2970,4,Approved,66f79f5f-aad2-4538-a084-3d390aa671f9
beb02e02-d50d-43db-bd31-d36717fdd555,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",3d714743-3ff7-456f-af3b-255afbabc181,2025-04-22 04:55:28,627.84,USD,45b18474-5653-4578-91f2-420a8afc0371,Bush Inc,Travel,Paypal,Vision-oriented solution-oriented analyzer,INV-827659,31.39,0,0.1,4.0,Low,0,0,0,0,0.03,3330,3,Approved,91dadb81-4d8c-4ba3-b9d4-cf40a094e10e
9775f19e-b0a4-4124-8809-3114033fbbc7,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",18658e63-912f-4732-9954-5e08ea120963,2026-01-13 11:19:04,4115.62,USD,078fb2f6-5bed-4eac-821b-67a74ea883b3,Fleming Ltd,Consulting,Paypal,Assimilated dynamic customer loyalty,INV-829308,0.0,0,0.02,0.8,Low,0,0,0,0,0.63,1923,6,Approved,778400ca-ba85-442a-9033-670d0d2f481a
76540518-102d-4b3e-999b-72a4959607c3,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",bb9b4193-4751-48f7-9936-6b8b9c0ce326,2026-02-15 11:32:05,533.34,USD,a5f8c914-c5b3-485a-b275-887360a89c6b,Rodriguez Ltd,Equipment,Paypal,Ameliorated regional collaboration,INV-870319,26.67,0,0.12,5.8,Low,0,0,0,1,0.7,1032,6,Approved,69ccecdd-a59d-44c7-86c1-3ce92b671060
c01805cf-32e6-4041-aaae-3ec46118f7ec,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",bb9b4193-4751-48f7-9936-6b8b9c0ce326,2025-06-27 04:45:18,2228.01,USD,f8ea64ae-7b34-494d-800a-0bd1124e8707,Davenport PLC,Consulting,Bank Transfer,De-engineered methodical secured line,INV-233827,0.0,0,0.2,8.0,Low,0,0,0,0,0.68,1032,6,Approved,5b4bb753-b940-40d4-9154-d8a171d6a48d
91719c6a-aa1e-4fc7-a2c0-485fe4566749,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",61b8a588-eb40-403c-a08c-058cc2075ac5,2025-05-09 23:32:30,254.76,USD,20ae9cf7-d929-41a9-bca3-bd6f3c569e30,Arnold Ltd,Software,Cash,Re-contextualized didactic Local Area Network,INV-453894,50.95,0,0.05,2.0,Low,0,0,0,0,0.51,683,4,Approved,958ad7b9-b3cf-42d1-81a3-577583aa39b2
5663264a-17ad-4546-a62d-d515e4959f96,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",61b8a588-eb40-403c-a08c-058cc2075ac5,2025-12-23 04:50:27,479.05,USD,1954c511-8dac-46f1-b5d4-74b2b9145170,James LLC,Office Supplies,Credit Card,Function-based zero administration hub,INV-783414,0.0,0,0.02,0.8,Low,0,0,0,0,0.03,683,6,Approved,34fc301b-ede1-4779-aa37-be1ec69279aa
aa88285b-b341-497f-89de-87131a27a6e4,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",47337566-0ac4-4c85-a364-999af01da84a,2025-05-30 17:15:47,2201.43,USD,20ae9cf7-d929-41a9-bca3-bd6f3c569e30,Arnold Ltd,Consulting,Bank Transfer,Robust real-time synergy,INV-368690,220.14,0,0.14,5.6,Low,0,0,0,0,0.51,2889,7,Approved,c9ed43f9-8426-4808-b078-453d06bd8e98
5f57c577-8f7c-40ea-ba4a-ddcaec061a7c,c087c8e5-df32-48c7-a7b8-7242d24c5934,"Mcclain, Miller and Henderson",9b4b1477-a912-411a-8c2e-4bea60fc45a1,2025-12-30 12:55:46,3783.73,EUR,58755fdb-461d-4434-b8f5-5825d8dff265,Smith-Bowen,Office Supplies,Bank Transfer,Customizable zero-defect complexity,INV-849747,189.19,0,0.28,11.2,Low,0,0,0,0,0.28,541,4,Approved,ea3587e4-fa92-4147-a21e-6bea26a9053d
a9a9ddd6-1a57-4854-9301-9aa024815905,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,ae4111a7-e4bf-4a14-bd68-48728acb8861,2025-07-25 08:26:52,2146.02,EUR,faa42cbe-f3b1-4b87-a2e0-d25851a9cdfa,Morton-Chase,Software,Paypal,Customer-focused optimal algorithm,INV-172306,214.6,0,0.17,6.8,Low,0,0,0,0,0.83,1168,4,Approved,e667a0f6-619c-4e6a-b3a3-82c47210a183
05636368-4ef5-4495-a8c5-836bc9de795b,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",61b8a588-eb40-403c-a08c-058cc2075ac5,2026-03-22 07:12:39,1610.58,USD,644970b7-cb8a-441c-8bbc-45e7b968024c,"Flowers, Martin and Kelly",Consulting,Paypal,Integrated object-oriented service-desk,INV-782054,161.06,0,0.25,11.0,Low,0,0,0,1,0.65,683,6,Approved,89e849b4-85b5-4e93-aa92-242527d0bd85
c627e316-ecc9-4ae5-9dd6-34e13884dc86,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",f3d34b33-9300-4086-8f97-280b284b2ea8,2026-03-14 04:46:19,1337.95,USD,96e89629-2432-40a9-b35d-4451ef18a175,Dickson-Brady,Software,Cash,Multi-tiered hybrid structure,INV-355709,267.59,0,0.26,11.4,Low,0,0,0,1,0.53,1584,8,Approved,321b552b-e17a-4c74-89d8-92a9107e9112
306f65fa-8026-46b4-ac9f-eedc035772f7,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",61b8a588-eb40-403c-a08c-058cc2075ac5,2025-06-11 13:55:21,412.19,USD,644970b7-cb8a-441c-8bbc-45e7b968024c,"Flowers, Martin and Kelly",Consulting,Credit Card,Compatible optimizing solution,INV-835244,41.22,0,0.06,2.4,Low,0,0,0,0,0.65,683,5,Approved,51ce9704-63d8-4374-a03d-4420f8828b46
a06d2efe-641d-4ada-87cc-1ed44e97530a,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",14e2289f-4549-4184-811b-935e228a663b,2026-02-12 02:50:37,880.21,USD,da0b764b-611d-4a01-a264-6a5c7888eea3,"Jones, Reid and Ferguson",Office Supplies,Paypal,Self-enabling dynamic benchmark,INV-931450,0.0,0,0.23,9.2,Low,0,0,0,0,0.54,3138,3,Approved,bf6fdb6a-3617-42c5-b928-8b10639f6817
1120df80-1a32-4bf2-961d-95d436bad5c2,c087c8e5-df32-48c7-a7b8-7242d24c5934,"Mcclain, Miller and Henderson",9b4b1477-a912-411a-8c2e-4bea60fc45a1,2025-12-22 07:39:53,1140.66,EUR,28bbc62a-7d88-406a-808a-3003a715d9e9,"Hayes, Wright and Brown",Equipment,Credit Card,Visionary exuding software,INV-468900,228.13,0,0.17,6.8,Low,0,0,0,0,0.04,541,2,Approved,6d9c72a3-e331-4d4e-943f-c396270ee127
ff06e466-3a42-4e75-b2ef-acf7923809c4,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",14e2289f-4549-4184-811b-935e228a663b,2025-11-14 17:35:48,5203.68,USD,644970b7-cb8a-441c-8bbc-45e7b968024c,"Flowers, Martin and Kelly",Consulting,Cash,Decentralized non-volatile toolset,INV-607719,520.37,0,0.16,6.4,Low,0,0,0,0,0.65,3138,1,Approved,b4867879-113f-4e64-9c64-42f2d867bdce
ba631967-4719-4866-b0b1-0491e61dba59,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",14e2289f-4549-4184-811b-935e228a663b,2025-04-11 12:08:49,2549.41,USD,e305ca85-ace1-43e4-bd01-9d2ad9be2fa7,Wyatt Inc,Office Supplies,Paypal,Monitored national interface,INV-157174,254.94,0,0.05,2.0,Low,0,0,0,0,0.2,3138,7,Approved,62b3b933-64a5-46fd-b74e-6dbba3bcd37a
2898740e-a1e9-4b40-a999-7917ed908f87,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",6234ff4b-5086-47b3-b3f6-e04c1e03d539,2025-12-08 11:10:50,310.12,USD,348f0ccc-9c06-49f9-8c52-b9db4aab69ca,Adams-Clark,Software,Paypal,Multi-layered asymmetric middleware,INV-600935,0.0,0,0.14,5.6,Low,0,0,0,0,0.81,56,7,Approved,e1826c87-50ce-4a6a-b1f6-d8d9e514d91e
6c13f4c6-3ebc-4232-9c29-479ae6710b66,591df090-dc9b-44e8-9c49-e7f4edd082b2,"Rodriguez, Figueroa and Sanchez",47337566-0ac4-4c85-a364-999af01da84a,2025-12-03 00:53:44,2500.09,USD,1954c511-8dac-46f1-b5d4-74b2b9145170,James LLC,Consulting,Credit Card,Mandatory 24/7 instruction set,INV-685181,500.02,0,0.24,9.6,Low,0,0,0,0,0.03,2889,7,Approved,b5f38dbd-baaf-47b3-b79d-0f0228034a2e
90e0e3d4-8100-4106-a5b4-1ecdd9ae97e0,64151abe-5215-4abd-831f-44c47301498d,"Henderson, Ramirez and Lewis",dbc61a71-ec0c-48f5-b53b-e62ae5e8c082,2026-02-08 22:02:04,1230.18,USD,d3014424-4726-4f20-a9d2-edef97a99653,"Turner, Kelley and Smith",Office Supplies,Credit Card,Pre-emptive bi-directional Internet solution,INV-163156,0.0,0,0.09,4.6,Low,0,0,0,1,0.03,2970,3,Approved,1852e1ca-5978-4662-bf59-633c71d5f4a6
c27f2195-3c26-49cd-be11-5181b7408e8b,768a9a30-d1e5-443b-86c4-096cb9b7a733,Wagner Inc,d0679f6a-a112-433e-b386-857444eb0b67,2025-08-14 05:11:31,918.81,EUR,8c74e4fd-0511-41a1-8635-03f7fdf201a5,"Huff, Novak and House",Equipment,Cash,Sharable logistical strategy,INV-592738,91.88,0,0.17,6.8,Low,0,0,0,0,0.62,983,4,Approved,101de1e7-5abd-4091-9945-b62517d058c9
d206dc8c-e569-4702-9d39-cb3d466acd60,44ba0044-46fb-4c38-9366-216ad1138127,"Gardner, Robinson and Lawrence",bb9b4193-4751-48f7-9936-6b8b9c0ce326,2025-05-24 23:20:09,3333.16,USD,9d84ec38-0498-4a0c-b2bb-f58ca9c5abb7,"Henderson, Hill and Smith",Office Supplies,Cash,Optional context-sensitive superstructure,INV-545790,0.0,0,0.24,10.6,Low,0,0,0,1,0.36,1032,5,Approved,da091fd3-3b06-4b0a-8c4c-04f4c682cbb1
5287d603-d35c-41d6-8614-9fe5a0ef3a09,c087c8e5-df32-48c7-a7b8-7242d24c5934,"Mcclain, Miller and Henderson",965259ec-28de-4aca-b269-bb586ba67547,2025-10-15 04:23:13,5069.51,EUR,3c2a32bd-515e-4d65-8ed4-04820c6b8f66,Mack-Peterson,Software,Cash,Streamlined encompassing pricing structure,INV-230394,1013.9,0,0.09,3.6,Low,0,0,0,0,0.42,1911,6,Approved,5f789f45-ecfe-4976-bc90-3902a4f5bafb
